Zeit,Bodentemp,Lufttemp,Lastgang
780,"6,2",2,"5.394,2"
781,"6,2",2,"5.473,6"
782,"6,2","2,2","4.997,2"
783,"6,2","2,6","4.838,4"
784,"6,2","2,7","5.050,1"
785,"6,2","2,2","5.605,9"
786,"6,1","1,6","6.135,3"
787,"6,1","1,7","6.426,4"
788,"6,1","1,9","6.532,3"
789,"6,1","1,8","6.664,6"
790,"6,1",2,"6.744,0"
791,"6,1","2,3","6.876,3"
792,"6,1","2,5","7.008,7"
793,"6,1","1,8","7.008,7"
794,"6,1","1,2","7.035,2"
795,"6,1","1,1","7.114,6"
796,"6,1",1,"7.194,0"
797,"6,0","1,3","7.246,9"
798,"6,0","1,2","7.220,4"
799,"6,0","1,2","7.194,0"
800,"6,0","1,2","7.167,5"
801,"6,0","1,4","7.008,7"
802,"6,0","1,6","6.638,1"
803,"6,0","0,8","6.214,7"
804,"6,0","1,9","5.897,1"
805,"6,0","3,8","5.314,8"
806,"6,0",3,"5.156,0"
807,"5,9","3,1","5.076,6"
808,"5,9","2,8","5.182,4"
809,"5,9","2,5","5.447,1"
810,"5,9","2,2","5.791,2"
811,"5,9","1,1","5.923,5"
812,"5,9","0,9","6.002,9"
813,"5,9","1,1","6.082,3"
814,"5,9","0,6","6.161,7"
815,"5,9","0,4","6.294,1"
816,"5,9",0,"6.320,5"
817,"5,9","-0,5","6.505,8"
818,"5,8","-0,7","6.426,4"
819,"5,8","-1,3","6.214,7"
820,"5,8","-1,7","6.241,1"
821,"5,8","-1,6","6.294,1"
822,"5,8","-1,4","6.108,8"
823,"5,8","-0,9","6.029,4"
824,"5,8","-0,6","5.738,2"
825,"5,8","-0,3","5.738,2"
826,"5,8","0,1","5.129,5"
827,"5,8","0,4","4.679,6"
828,"5,8","0,5","4.520,7"
829,"5,8","1,1","4.309,0"
830,"5,8","0,7","4.335,5"
831,"5,7","0,4","4.573,7"
832,"5,7","0,3","4.917,8"
833,"5,7","-0,1","5.235,4"
834,"5,7","-0,3","5.314,8"
835,"5,7","-0,5","5.103,0"
836,"5,7","-0,4","4.970,7"
837,"5,7","-0,4","5.261,8"
838,"5,7",-1,"5.023,6"
839,"5,7","-1,1","5.156,0"
840,"5,7","-1,4","5.182,4"
841,"5,7","-1,8","5.103,0"
842,"5,6","-2,1","5.103,0"
843,"5,6","-2,6","5.050,1"
844,"5,6","-2,7","5.526,5"
845,"5,6","-3,1","6.108,8"
846,"5,6","-3,8","6.347,0"
847,"5,6","-4,2","6.188,2"
848,"5,6","-4,6","5.976,5"
849,"5,6","-2,9","5.844,1"
850,"5,6",-2,"5.447,1"
851,"5,5","-1,6","5.129,5"
852,"5,5","-0,6","5.103,0"
853,"5,5","0,5","4.944,2"
854,"5,5","0,5","4.732,5"
855,"5,5","1,2","4.520,7"
856,"5,5",0,"4.811,9"
857,"5,5","-1,1","5.314,8"
858,"5,5","-1,8","5.605,9"
859,"5,5","-2,7","5.870,6"
860,"5,4","-3,2","5.870,6"
861,"5,4","-3,6","5.950,0"
862,"5,4","-3,8","6.135,3"
863,"5,4","-4,1","6.320,5"
864,"5,4","-4,3","6.479,3"
865,"5,4","-4,2","6.717,5"
866,"5,4","-4,7","6.770,5"
867,"5,4","-4,2","6.611,7"
868,"5,4","-4,1","6.585,2"
869,"5,3","-4,1","6.611,7"
870,"5,3","-4,4","6.479,3"
871,"5,3","-5,1","6.294,1"
872,"5,3","-5,1","6.241,1"
873,"5,3","-4,3","6.135,3"
874,"5,3","-3,1","5.976,5"
875,"5,3",-2,"5.976,5"
876,"5,3","-0,6","5.923,5"
877,"5,3","-0,6","5.923,5"
878,"5,2","0,1","5.870,6"
879,"5,2","0,2","5.950,0"
880,"5,2","0,1","6.055,9"
881,"5,2","0,3","6.135,3"
882,"5,2","-0,3","6.161,7"
883,"5,2","-0,7","6.214,7"
884,"5,2","-1,3","6.241,1"
885,"5,2","-1,7","6.267,6"
886,"5,2","-2,1","6.320,5"
887,"5,2","-2,6","6.347,0"
888,"5,1","-2,9","6.399,9"
889,"5,1","-3,2","6.452,9"
890,"5,1","-3,8","6.426,4"
891,"5,1","-4,2","6.452,9"
892,"5,1","-4,4","6.426,4"
893,"5,1","-4,8","6.452,9"
894,"5,1","-4,9","6.452,9"
895,"5,1",-5,"6.399,9"
896,"5,1","-5,4","6.452,9"
897,"5,0","-5,3","6.347,0"
898,"5,0",-4,"6.108,8"
899,"5,0","-2,2","5.738,2"
900,"5,0",-1,"5.500,0"
901,"5,0","-0,2","5.288,3"
902,"5,0","0,7","5.076,6"
903,"5,0","0,9","5.050,1"
904,"5,0","0,9","5.288,3"
905,"4,9","0,3","5.420,6"
906,"4,9","-0,4","6.002,9"
907,"4,9","-0,7","6.294,1"
908,"4,9","-1,1","6.347,0"
909,"4,9","-1,3","6.558,7"
910,"4,9","-1,4","6.611,7"
911,"4,9","-1,7","6.532,3"
912,"4,9","-1,7","6.399,9"
913,"4,9","-2,1","6.399,9"
914,"4,9","-2,7","6.452,9"
915,"4,8","-3,3","6.426,4"
916,"4,8","-3,9","6.426,4"
917,"4,8","-4,5","6.399,9"
918,"4,8","-4,6","6.426,4"
919,"4,8","-4,2","6.452,9"
920,"4,8","-4,3","6.452,9"
921,"4,8","-4,5","6.452,9"
922,"4,8","-3,4","6.452,9"
923,"4,8","-2,3","6.373,5"
924,"4,7","-0,6","6.241,1"
925,"4,7","-0,4","6.082,3"
926,"4,7","0,8","5.976,5"
927,"4,7",1,"5.897,1"
928,"4,7","0,5","5.950,0"
929,"4,7","-0,8","6.055,9"
930,"4,7","-1,6","6.188,2"
931,"4,7",-2,"6.347,0"
932,"4,7","-2,9","6.426,4"
933,"4,7",-3,"6.558,7"
934,"4,7","-3,6","6.585,2"
935,"4,6","-3,8","6.664,6"
936,"4,6","-4,4","6.717,5"
937,"4,6","-4,9","6.770,5"
938,"4,6",-5,"6.823,4"
939,"4,6","-5,6","6.902,8"
940,"4,6","-5,5","6.955,7"
941,"4,6","-5,3","6.982,2"
942,"4,6","-4,9","7.061,6"
943,"4,6","-4,4","7.088,1"
944,"4,6","-4,3","7.114,6"
945,"4,6","-3,6","7.088,1"
946,"4,5","-2,9","7.088,1"
947,"4,5","-2,2","7.114,6"
948,"4,5","-1,7","7.035,2"
949,"4,5",-1,"7.008,7"
950,"4,5","-0,1","6.929,3"
951,"4,5","0,3","6.876,3"
952,"4,5","0,3","6.929,3"
953,"4,5","0,2","6.955,7"
954,"4,5","0,2","7.061,6"
955,"4,5","0,2","7.035,2"
956,"4,5",0,"7.061,6"
957,"4,5","0,1","7.088,1"
958,"4,5","0,1","7.088,1"
959,"4,4","-0,1","7.088,1"
960,"4,4","-0,3","7.114,6"
961,"4,4","-0,2","7.114,6"
962,"4,4","-0,4","7.088,1"
963,"4,4","-0,3","7.114,6"
964,"4,4","-0,3","7.114,6"
965,"4,4","-0,4","7.141,0"
966,"4,4","-0,5","7.141,0"
967,"4,4","-0,7","7.167,5"
968,"4,4","-0,8","7.141,0"
969,"4,4","-0,5","7.141,0"
970,"4,4","-0,1","7.035,2"
971,"4,4","0,6","6.955,7"
972,"4,3","1,9","6.849,9"
973,"4,3","2,3","6.717,5"
974,"4,3","2,2","6.611,7"
975,"4,3","1,8","6.532,3"
976,"4,3","1,7","6.558,7"
977,"4,3","1,6","6.664,6"
978,"4,3","1,5","6.849,9"
979,"4,3","1,3","6.929,3"
980,"4,3",1,"7.088,1"
981,"4,3","0,9","7.141,0"
982,"4,3",1,"7.114,6"
983,"4,3","0,6","7.114,6"
984,"4,3","0,6","7.088,1"
985,"4,3",1,"7.167,5"
986,"4,3","1,1","7.220,4"
987,"4,2","0,9","7.194,0"
988,"4,2","0,7","7.246,9"
989,"4,2","0,6","7.511,6"
990,"4,2","0,3","7.670,4"
991,"4,2","0,2","7.776,2"
992,"4,2","0,7","7.908,6"
993,"4,2","0,8","7.670,4"
994,"4,2","0,7","7.088,1"
995,"4,2","0,2","6.532,3"
996,"4,2",1,"6.029,4"
997,"4,2","1,4","5.526,5"
998,"4,2","1,9","5.129,5"
999,"4,2","2,4","4.838,4"
1000,"4,2","2,7","4.891,3"
1001,"4,2","2,7","5.341,2"
1002,"4,2","2,3","6.082,3"
1003,"4,2","2,6","6.611,7"
1004,"4,2","2,7","6.770,5"
1005,"4,1","2,6","7.008,7"
1006,"4,1","2,4","7.194,0"
1007,"4,1",2,"7.326,3"
1008,"4,1","1,1","7.432,2"
1009,"4,1","0,9","7.538,0"
1010,"4,1","1,7","7.352,8"
1011,"4,1","1,4","7.141,0"
1012,"4,1","1,3","7.088,1"
1013,"4,1","0,4","7.088,1"
1014,"4,1","0,8","7.035,2"
1015,"4,1","0,4","7.008,7"
1016,"4,1","-0,1","6.982,2"
1017,"4,1","0,2","6.955,7"
1018,"4,1","1,5","6.902,8"
1019,"4,1","1,8","6.823,4"
1020,"4,1","2,7","6.744,0"
1021,"4,1","2,3","6.664,6"
1022,"4,1","-0,5","6.558,7"
1023,"4,1","0,9","6.452,9"
1024,"4,1",0,"6.426,4"
1025,"4,1","0,5","6.399,9"
1026,"4,1","0,4","6.426,4"
1027,"4,1","0,3","6.479,3"
1028,"4,1",0,"6.532,3"
1029,"4,1","-0,2","6.611,7"
1030,"4,1","-0,1","6.691,1"
1031,"4,1","-1,2","6.611,7"
1032,"4,1","-1,6","6.611,7"
1033,"4,1","-2,2","6.638,1"
1034,"4,1","-2,6","6.664,6"
1035,"4,1","-2,5","6.691,1"
1036,"4,1","-2,1","6.691,1"
1037,"4,1",-2,"6.691,1"
1038,"4,1","-1,6","6.717,5"
1039,"4,1","-1,8","6.717,5"
1040,"4,1","-1,7","6.717,5"
1041,"4,1","-0,7","6.717,5"
1042,"4,1","0,1","6.664,6"
1043,"4,1","1,3","6.611,7"
1044,"4,1","2,6","6.558,7"
1045,"4,1","2,5","6.558,7"
1046,"4,1","3,4","6.532,3"
1047,"4,1","3,6","6.532,3"
1048,"4,1","2,5","6.479,3"
1049,"4,1","2,1","6.479,3"
1050,"4,1","0,2","6.823,4"
1051,"4,1","-0,1","7.061,6"
1052,"4,1","-0,6","7.141,0"
1053,"4,1","-1,4","7.432,2"
1054,"4,1","-1,5","7.511,6"
1055,"4,1","-2,4","7.564,5"
1056,"4,1","-3,2","7.670,4"
1057,"4,1","-3,5","7.802,7"
1058,"4,1","-3,7","7.882,1"
1059,"4,1","-4,8","8.040,9"
1060,"4,1","-5,4","8.093,8"
1061,"4,1","-5,2","8.173,2"
1062,"4,1","-6,1","8.226,2"
1063,"4,1","-6,4","8.279,1"
1064,"4,1","-6,2","8.358,5"
1065,"4,1","-4,1","7.908,6"
1066,"4,1","-2,5","7.141,0"
1067,"4,1","-0,1","6.558,7"
1068,"4,1",1,"5.923,5"
1069,"4,1","2,2","5.341,2"
1070,"4,0","3,2","4.997,2"
1071,"4,1","3,5","4.573,7"
1072,"4,1","3,1","4.335,5"
1073,"4,1","2,7","4.759,0"
1074,"4,1","0,7","5.658,8"
1075,"4,1","-0,3","6.347,0"
1076,"4,1","-0,4","6.823,4"
1077,"4,1","-1,3","7.008,7"
1078,"4,1","-2,5","7.220,4"
1079,"4,1","-2,3","7.299,8"
1080,"4,0","-2,9","7.405,7"
1081,"4,0","-2,9","7.591,0"
1082,"4,0","-2,9","7.538,0"
1083,"4,0","-2,8","7.696,8"
1084,"4,0","-2,2","7.749,8"
1085,"4,0","-2,4","7.882,1"
1086,"4,0","-1,9","7.961,5"
1087,"4,0","-1,8","8.014,4"
1088,"4,0",-1,"8.040,9"
1089,"4,0","-0,7","7.617,4"
1090,"4,0","-0,2","6.611,7"
1091,"4,0","0,5","5.208,9"
1092,"4,0","1,1","4.388,4"
1093,"4,0","0,5","3.938,5"
1094,"4,0","0,5","3.700,3"
1095,"4,0","0,1","3.594,4"
1096,"4,0","0,4","3.515,0"
1097,"4,0","0,4","4.203,1"
1098,"4,0","0,6","5.288,3"
1099,"4,0","0,6","5.897,1"
1100,"4,0","0,7","6.399,9"
1101,"4,0","0,9","6.558,7"
1102,"4,0","1,1","6.770,5"
1103,"4,0","1,1","6.902,8"
1104,"4,0","1,1","7.088,1"
1105,"4,0","1,4","7.114,6"
1106,"4,0",1,"7.194,0"
1107,"4,0",1,"7.273,4"
1108,"4,0",1,"7.458,6"
1109,"4,0","1,1","7.405,7"
1110,"4,0","1,3","7.194,0"
1111,"4,0","1,4","7.194,0"
1112,"3,9","1,6","6.823,4"
1113,"3,9","1,7","6.108,8"
1114,"3,9","2,3","5.076,6"
1115,"3,9","2,7","4.573,7"
1116,"3,9","3,6","4.097,3"
1117,"3,9","3,9","3.594,4"
1118,"3,9",5,"3.276,8"
1119,"3,9","6,1","3.091,5"
1120,"3,9","5,9","2.959,2"
1121,"3,9","4,2","3.594,4"
1122,"3,9","2,9","4.679,6"
1123,"3,9","1,6","5.553,0"
1124,"3,9","0,8","6.108,8"
1125,"3,9","-0,1","6.294,1"
1126,"3,9","-0,5","6.532,3"
1127,"3,9","-0,5","6.770,5"
1128,"3,9","-0,8","6.796,9"
1129,"3,9","-1,2","6.664,6"
1130,"3,9","-1,2","5.950,0"
1131,"3,9","-1,1","5.605,9"
1132,"3,9","-1,7","5.500,0"
1133,"3,9","-1,6","5.473,6"
1134,"3,9",-1,"5.870,6"
1135,"3,9","-1,1","5.605,9"
1136,"3,9","-1,2","5.447,1"
1137,"3,9","-1,2","5.553,0"
1138,"3,9","-0,8","5.685,3"
1139,"3,9","-0,4","5.526,5"
1140,"3,9",0,"5.605,9"
1141,"3,9","0,7","5.711,8"
1142,"3,9","1,2","5.764,7"
1143,"3,9","1,4","5.870,6"
1144,"3,9","1,4","5.950,0"
1145,"3,9","1,3","6.002,9"
1146,"3,9","1,3","6.188,2"
1147,"3,9","1,6","6.479,3"
1148,"3,9","1,4","6.452,9"
1149,"3,9","1,3","6.294,1"
1150,"3,9",1,"6.267,6"
1151,"4,0","0,7","6.055,9"
1152,"4,0","0,1","6.055,9"
1153,"4,0","-0,3","6.055,9"
1154,"4,0","-0,7","6.002,9"
1155,"4,0","-1,3","6.029,4"
1156,"4,0",-2,"6.082,3"
1157,"4,0","-2,2","6.188,2"
1158,"4,0","-2,7","6.267,6"
1159,"4,0","-3,2","6.241,1"
1160,"4,0","-3,2","6.188,2"
1161,"4,0","-1,3","6.108,8"
1162,"4,0","-0,6","5.923,5"
1163,"4,0","1,2","5.711,8"
1164,"4,0","3,1","5.394,2"
1165,"4,0","3,7","5.129,5"
1166,"4,0","4,5","5.235,4"
1167,"4,0","3,7","5.235,4"
1168,"4,0","2,7","4.997,2"
1169,"4,0","2,3","5.235,4"
1170,"4,0","1,4","5.791,2"
1171,"4,0","0,3","6.188,2"
1172,"4,0","-0,6","6.505,8"
1173,"4,0",-1,"6.770,5"
1174,"4,0","-1,4","6.770,5"
1175,"4,0","-1,8","6.876,3"
1176,"3,9","-2,1","7.061,6"
1177,"3,9","-2,7","7.008,7"
1178,"3,9","-3,2","7.008,7"
1179,"3,9","-3,4","7.008,7"
1180,"3,9","-3,9","6.982,2"
1181,"3,9","-4,1","6.982,2"
1182,"3,9","-4,1","7.061,6"
1183,"4,0","-4,2","7.167,5"
1184,"4,0","-3,7","7.299,8"
1185,"4,0","-2,5","6.823,4"
1186,"3,9","-1,5","6.241,1"
1187,"3,9","-0,3","5.473,6"
1188,"3,9","0,2","4.811,9"
1189,"3,9","0,7","4.520,7"
1190,"4,0","0,9","4.176,7"
1191,"4,0","1,1","3.859,1"
1192,"4,0","0,8","3.779,7"
1193,"4,0","0,4","4.256,1"
1194,"4,0",0,"4.970,7"
1195,"4,0","-0,1","5.341,2"
1196,"3,9","-0,4","5.817,6"
1197,"3,9","-0,9","6.188,2"
1198,"3,9",-1,"6.320,5"
1199,"3,9","-1,4","6.320,5"
1200,"3,9","-1,4","6.347,0"
1201,"3,9","-1,3","6.347,0"
1202,"3,9","-1,3","6.267,6"
1203,"3,9","-1,3","6.108,8"
1204,"3,9","-1,9","6.029,4"
1205,"3,9","-2,8","5.976,5"
1206,"3,9","-3,7","5.870,6"
1207,"3,9","-4,2","5.897,1"
1208,"3,9","-4,4","5.950,0"
1209,"3,9","-4,2","5.632,4"
1210,"3,9","-3,3","5.367,7"
1211,"3,9","-2,2","4.944,2"
1212,"3,9","-0,6","4.441,3"
1213,"3,9","0,2","4.070,8"
1214,"3,9",0,"4.017,9"
1215,"3,9","0,1","3.912,0"
1216,"3,9","-0,2","3.832,6"
1217,"3,9","-0,3","4.097,3"
1218,"3,9","-0,5","4.414,9"
1219,"3,9","-0,6","5.208,9"
1220,"3,9","-0,5","5.394,2"
1221,"3,9","-0,8","5.208,9"
1222,"3,9","-1,2","5.208,9"
1223,"3,9","-1,5","5.050,1"
1224,"3,9","-1,1","4.732,5"
1225,"3,9","-1,3","4.838,4"
1226,"3,9","-2,1","5.208,9"
1227,"3,9","-2,4","5.103,0"
1228,"3,9","-3,2","4.732,5"
1229,"3,9","-3,1","4.653,1"
1230,"3,9","-3,4","4.864,8"
1231,"3,9","-3,4","4.361,9"
1232,"3,9","-3,4","4.176,7"
1233,"3,8","-2,4","4.044,3"
1234,"3,8","-1,4","4.309,0"
1235,"3,8","-0,1","4.309,0"
1236,"3,8","1,7","4.176,7"
1237,"3,8","2,4","4.203,1"
1238,"3,8","3,7","4.229,6"
1239,"3,8","4,1","4.256,1"
1240,"3,8","3,5","4.070,8"
1241,"3,8","1,9","4.097,3"
1242,"3,8","1,1","4.203,1"
1243,"3,8","0,1","4.467,8"
1244,"3,8","-0,7","4.388,4"
1245,"3,8","-1,2","4.282,5"
1246,"3,8","-1,3","4.229,6"
1247,"3,8","-1,8","4.176,7"
1248,"3,8","-2,2","4.203,1"
1249,"3,8","-2,1","4.282,5"
1250,"3,8","-2,3","4.203,1"
1251,"3,8","-2,4","4.229,6"
1252,"3,8","-2,7","4.176,7"
1253,"3,8","-3,1","4.070,8"
1254,"3,8","-3,3","4.467,8"
1255,"3,8","-3,9","4.706,0"
1256,"3,8","-3,6","4.414,9"
1257,"3,8","-2,2","4.176,7"
1258,"3,8","-0,5","3.700,3"
1259,"3,8","0,6","3.409,1"
1260,"3,7","1,4","3.594,4"
1261,"3,7","2,5","3.832,6"
1262,"3,7","2,4","3.488,5"
1263,"3,7","2,6","3.329,7"
1264,"3,7","2,1","3.594,4"
1265,"3,7","1,2","3.753,2"
1266,"3,7","-0,1","3.435,6"
1267,"3,7","-0,7","3.806,1"
1268,"3,7","-1,1","4.361,9"
1269,"3,7","-1,4","4.864,8"
1270,"3,7","-1,9","4.282,5"
1271,"3,7","-2,1","3.594,4"
1272,"3,7","-2,5","3.673,8"
1273,"3,7",-3,"3.541,5"
1274,"3,7","-3,2","3.435,6"
1275,"3,7","-3,7","3.435,6"
1276,"3,7","-4,2","3.647,3"
1277,"3,7","-4,4","4.097,3"
1278,"3,7","-4,7","4.838,4"
1279,"3,7","-5,1","5.314,8"
1280,"3,7","-4,9","5.394,2"
1281,"3,7","-3,7","4.309,0"
1282,"3,7","-2,1","3.012,1"
1283,"3,7","-0,9","600,0"
1284,"3,7","-0,3","600,0"
1285,"3,7","0,9","600,0"
1286,"3,7","1,5","600,0"
1287,"3,7","1,6","600,0"
1288,"3,7","1,4","600,0"
1289,"3,7","0,8","600,0"
1290,"3,7","-0,5","2.615,1"
1291,"3,7","-1,2","3.065,0"
1292,"3,7","-2,3","3.250,3"
1293,"3,7","-3,1","3.356,2"
1294,"3,6","-3,7","2.721,0"
1295,"3,6","-4,3","2.641,6"
1296,"3,6","-4,6","2.906,2"
1297,"3,6","-5,3","3.091,5"
1298,"3,6","-5,7","3.356,2"
1299,"3,6","-6,2","3.515,0"
1300,"3,6","-6,6","4.388,4"
1301,"3,6","-6,9","5.103,0"
1302,"3,6","-6,9","5.208,9"
1303,"3,6","-7,3","5.367,7"
1304,"3,6","-6,7","5.420,6"
1305,"3,6","-4,8","5.288,3"
1306,"3,6","-2,9","5.261,8"
1307,"3,6","0,2","5.129,5"
1308,"3,6","1,2","5.050,1"
1309,"3,6","1,6","4.811,9"
1310,"3,6","2,3","5.764,7"
1311,"3,6","1,9","5.156,0"
1312,"3,6","0,8","5.208,9"
1313,"3,6",0,"5.738,2"
1314,"3,6","-1,1","6.002,9"
1315,"3,6","-1,8","5.923,5"
1316,"3,6","-2,6","5.950,0"
1317,"3,5","-3,1","5.950,0"
1318,"3,5","-3,8","6.294,1"
1319,"3,5","-4,4","6.241,1"
1320,"3,5","-5,1","6.161,7"
1321,"3,5","-5,7","6.294,1"
1322,"3,5","-6,4","6.452,9"
1323,"3,5","-6,8","6.479,3"
1324,"3,5","-7,3","6.479,3"
1325,"3,5","-7,7","6.611,7"
1326,"3,5","-8,6","6.796,9"
1327,"3,5",-9,"6.982,2"
1328,"3,5","-8,1","7.008,7"
1329,"3,5","-6,6","6.558,7"
1330,"3,5","-5,4","5.500,0"
1331,"3,5","-4,2","5.208,9"
1332,"3,5","-3,1","4.944,2"
1333,"3,5","-2,9","4.732,5"
1334,"3,5","-1,6","4.547,2"
1335,"3,4","-1,7","4.361,9"
1336,"3,4","-1,7","4.335,5"
1337,"3,4","-2,6","4.494,3"
1338,"3,4","-3,7","5.156,0"
1339,"3,4","-4,4","5.764,7"
1340,"3,4","-4,9","6.161,7"
1341,"3,4","-5,9","6.558,7"
1342,"3,4","-6,4","6.823,4"
1343,"3,4","-7,3","7.035,2"
1344,"3,4","-7,8","7.035,2"
1345,"3,4","-8,2","7.114,6"
1346,"3,4","-8,6","7.061,6"
1347,"3,4","-8,9","7.061,6"
1348,"3,4","-9,2","7.008,7"
1349,"3,4","-9,8","6.955,7"
1350,"3,4",-10,"6.876,3"
1351,"3,4","-10,2","6.744,0"
1352,"3,4","-9,7","6.664,6"
1353,"3,4","-7,6","5.844,1"
1354,"3,4","-6,4","5.420,6"
1355,"3,3","-6,6","4.997,2"
1356,"3,3","-4,1","4.414,9"
1357,"3,3","-5,2","3.938,5"
1358,"3,3",-4,"3.594,4"
1359,"3,3","-4,8","3.541,5"
1360,"3,3","-5,1","3.726,7"
1361,"3,3","-5,7","3.964,9"
1362,"3,3","-6,1","4.229,6"
1363,"3,3",-7,"4.759,0"
1364,"3,3","-7,8","4.732,5"
1365,"3,3","-8,2","5.182,4"
1366,"3,3","-8,4","5.844,1"
1367,"3,3","-8,9","6.082,3"
1368,"3,3","-9,1","6.452,9"
1369,"3,3","-9,9","6.664,6"
1370,"3,3","-9,4","6.744,0"
1371,"3,3","-9,7","6.849,9"
1372,"3,3","-10,4","6.982,2"
1373,"3,3","-10,8","7.114,6"
1374,"3,3","-11,1","7.035,2"
1375,"3,2","-11,7","6.849,9"
1376,"3,2","-11,4","6.611,7"
1377,"3,2","-10,3","6.294,1"
1378,"3,2",-9,"5.314,8"
1379,"3,2","-7,7","4.600,1"
1380,"3,2","-6,8","4.150,2"
1381,"3,2","-5,9","3.462,1"
1382,"3,2","-4,6","3.197,4"
1383,"3,2","-4,2","3.091,5"
1384,"3,2","-4,7","2.826,8"
1385,"3,2","-4,9","3.091,5"
1386,"3,2","-5,8","3.938,5"
1387,"3,2",-7,"4.679,6"
1388,"3,2","-7,9","5.394,2"
1389,"3,2","-7,9","5.817,6"
1390,"3,2","-8,2","6.161,7"
1391,"3,2","-8,8","6.426,4"
1392,"3,2","-9,1","6.558,7"
1393,"3,1","-9,6","6.770,5"
1394,"3,1","-10,5","6.902,8"
1395,"3,1","-10,7","6.876,3"
1396,"3,1","-10,9","6.876,3"
1397,"3,1","-11,4","4.732,5"
1398,"3,1","-11,6","5.685,3"
1399,"3,1",-12,"5.738,2"
1400,"3,1","-11,4","5.367,7"
1401,"3,1","-9,6","5.500,0"
1402,"3,1","-8,2","5.791,2"
1403,"3,1","-7,1","5.711,8"
1404,"3,1","-6,2","5.526,5"
1405,"3,1",-6,"5.473,6"
1406,"3,1","-4,7","5.288,3"
1407,"3,1","-4,2","5.235,4"
1408,"3,1","-4,9","5.182,4"
1409,"3,0","-5,3","5.129,5"
1410,"3,0","-6,4","5.182,4"
1411,"3,0",-7,"5.314,8"
1412,"3,0","-7,7","5.658,8"
1413,"3,0","-8,2","5.711,8"
1414,"3,0","-8,4","5.817,6"
1415,"3,0","-8,6","5.844,1"
1416,"3,0","-8,7","5.844,1"
1417,"3,0","-8,9","5.341,2"
1418,"3,0","-9,1","5.394,2"
1419,"3,0","-8,7","5.473,6"
1420,"3,0","-9,2","5.658,8"
1421,"3,0","-9,1","5.685,3"
1422,"3,0","-9,2","5.632,4"
1423,"3,0","-9,3","5.844,1"
1424,"3,0","-8,9","5.526,5"
1425,"3,0","-8,2","5.182,4"
1426,"3,0",-6,"4.917,8"
1427,"2,9","-4,3","4.679,6"
1428,"2,9","-2,8","4.520,7"
1429,"2,9","-1,1","4.335,5"
1430,"2,9","-0,2","4.150,2"
1431,"2,9","0,7","4.017,9"
1432,"2,9","0,3","4.017,9"
1433,"2,9","-0,3","4.044,3"
1434,"2,9","-1,5","4.335,5"
1435,"2,9","-2,5","4.653,1"
1436,"2,9",-3,"5.182,4"
1437,"2,9","-3,4","4.944,2"
1438,"2,9",-4,"4.759,0"
1439,"2,9","-5,2","4.732,5"
1440,"2,9","-5,9","4.838,4"
1441,"2,9","-6,5","5.156,0"
1442,"2,9","-7,1","5.182,4"
1443,"2,9","-7,4","5.235,4"
1444,"2,9","-7,7","5.261,8"
1445,"2,8","-8,3","5.235,4"
1446,"2,8","-8,6","5.235,4"
1447,"2,8","-8,2","5.235,4"
1448,"2,8","-7,5","5.076,6"
1449,"2,8","-6,5","4.917,8"
1450,"2,8","-5,2","4.441,3"
1451,"2,8","-4,2","4.891,3"
1452,"2,8","-2,6","4.706,0"
1453,"2,8","-1,9","4.335,5"
1454,"2,8","-1,2","4.123,7"
1455,"2,8","-0,4","3.912,0"
1456,"2,8","-0,5","3.779,7"
1457,"2,8","-0,7","3.912,0"
1458,"2,8","-0,8","4.335,5"
1459,"2,8","-0,9","4.811,9"
1460,"2,8","-1,4","5.235,4"
1461,"2,8","-1,3","5.103,0"
1462,"2,8","-1,4","5.447,1"
1463,"2,8","-1,4","6.108,8"
1464,"2,7","-2,3","6.214,7"
1465,"2,7","-3,5","6.241,1"
1466,"2,7","-3,7","6.611,7"
1467,"2,7","-3,8","6.373,5"
1468,"2,7",-4,"6.373,5"
1469,"2,7","-4,3","6.399,9"
1470,"2,7","-4,4","6.823,4"
1471,"2,7","-4,4","7.167,5"
1472,"2,7","-4,1","7.114,6"
1473,"2,7","-3,7","6.426,4"
1474,"2,7","-2,8","5.870,6"
1475,"2,7","-2,3","5.261,8"
1476,"2,7",-1,"4.759,0"
1477,"2,7","-0,4","4.176,7"
1478,"2,7","0,2","3.567,9"
1479,"2,7","0,9","3.170,9"
1480,"2,7","0,5","2.985,6"
1481,"2,7","0,8","3.038,6"
1482,"2,7","-0,1","3.806,1"
1483,"2,7","-0,5","4.017,9"
1484,"2,7","-0,9","3.356,2"
1485,"2,7",-1,"3.223,8"
1486,"2,7","-1,1","3.065,0"
1487,"2,7","-1,4","3.038,6"
1488,"2,7","-0,5","3.012,1"
1489,"2,6","-0,4","3.012,1"
1490,"2,6","-0,8","3.038,6"
1491,"2,6","-0,8","3.118,0"
1492,"2,6","-0,9","3.170,9"
1493,"2,6","-0,7","3.197,4"
1494,"2,6","-0,6","3.223,8"
1495,"2,6","-0,4","3.329,7"
1496,"2,6",0,"3.197,4"
1497,"2,6","0,7","2.615,1"
1498,"2,6","2,9","2.641,6"
1499,"2,6","4,7","600,0"
1500,"2,6","6,4","600,0"
1501,"2,6",7,"600,0"
1502,"2,6","8,9","600,0"
1503,"2,6",9,"600,0"
1504,"2,6","8,4","600,0"
1505,"2,6","7,6","600,0"
